/home/khurram/Dicta_data/background04test/background04/tax005.avi/125.jpg,|[[ 808  318]
 [1403  385]
 [1368  786]
 [ 689  681]]|,|[[ 803  320]
 [1397  384]
 [1371  784]
 [ 691  689]]|,0.97728966973350706
/home/khurram/Dicta_data/background04test/background04/tax005.avi/030.jpg,|[[ 821  222]
 [1472  271]
 [1428  724]
 [ 697  621]]|,|[[ 818  225]
 [1473  265]
 [1434  722]
 [ 703  626]]|,0.98207793383317998
/home/khurram/Dicta_data/background04test/background04/tax005.avi/094.jpg,|[[ 571  230]
 [1186  365]
 [1191  788]
 [ 500  702]]|,|[[ 561  225]
 [1185  353]
 [1195  785]
 [ 498  705]]|,0.97081965495564715
/home/khurram/Dicta_data/background04test/background04/tax005.avi/116.jpg,|[[ 674  260]
 [1281  359]
 [1262  761]
 [ 564  650]]|,|[[ 673  265]
 [1281  353]
 [1264  760]
 [ 561  657]]|,0.98406833874412236
/home/khurram/Dicta_data/background04test/background04/tax005.avi/079.jpg,|[[ 652  216]
 [1299  281]
 [1309  725]
 [ 601  679]]|,|[[ 658  208]
 [1280  272]
 [1304  721]
 [ 592  688]]|,0.96553791717404258
/home/khurram/Dicta_data/background04test/background04/tax005.avi/053.jpg,|[[ 895  215]
 [1544  302]
 [1422  799]
 [ 748  628]]|,|[[ 897  223]
 [1538  298]
 [1427  784]
 [ 787  643]]|,0.89062538959063686
/home/khurram/Dicta_data/background04test/background04/tax005.avi/091.jpg,|[[ 641  221]
 [1257  343]
 [1262  766]
 [ 579  684]]|,|[[ 643  225]
 [1248  336]
 [1264  763]
 [ 577  688]]|,0.9905138415408562
/home/khurram/Dicta_data/background04test/background04/tax005.avi/055.jpg,|[[ 892  246]
 [1537  349]
 [1410  843]
 [ 738  657]]|,|[[ 884  240]
 [1537  354]
 [1415  832]
 [ 739  656]]|,0.96789723582023635
/home/khurram/Dicta_data/background04test/background04/tax005.avi/052.jpg,|[[ 896  198]
 [1546  272]
 [1431  770]
 [ 755  611]]|,|[[ 899  200]
 [1536  267]
 [1432  769]
 [ 752  626]]|,0.96144288010223367
/home/khurram/Dicta_data/background04test/background04/tax005.avi/096.jpg,|[[ 519  256]
 [1135  397]
 [1139  821]
 [ 443  734]]|,|[[ 515  257]
 [1139  385]
 [1145  818]
 [ 434  736]]|,0.9752742569055679
/home/khurram/Dicta_data/background04test/background04/tax005.avi/014.jpg,|[[ 744  274]
 [1395  381]
 [1433  816]
 [ 671  717]]|,|[[ 771  273]
 [1361  369]
 [1437  816]
 [ 675  721]]|,0.94183708824438628
/home/khurram/Dicta_data/background04test/background04/tax005.avi/042.jpg,|[[ 872  236]
 [1509  233]
 [1452  717]
 [ 766  642]]|,|[[ 867  241]
 [1505  228]
 [1455  721]
 [ 770  657]]|,0.95509787502640631
/home/khurram/Dicta_data/background04test/background04/tax005.avi/003.jpg,|[[ 695  219]
 [1330  376]
 [1362  810]
 [ 624  687]]|,|[[ 697  224]
 [1280  362]
 [1359  808]
 [ 622  688]]|,0.99068168036782034
/home/khurram/Dicta_data/background04test/background04/tax005.avi/016.jpg,|[[ 727  261]
 [1382  370]
 [1410  806]
 [ 645  701]]|,|[[ 722  274]
 [1358  361]
 [1409  806]
 [ 643  706]]|,0.96794451455185515
/home/khurram/Dicta_data/background04test/background04/tax005.avi/018.jpg,|[[ 747  268]
 [1399  376]
 [1409  813]
 [ 647  695]]|,|[[ 749  272]
 [1393  369]
 [1408  812]
 [ 674  705]]|,0.95390389001291176
/home/khurram/Dicta_data/background04test/background04/tax005.avi/004.jpg,|[[ 700  222]
 [1334  377]
 [1367  808]
 [ 630  685]]|,|[[ 705  224]
 [1325  369]
 [1368  804]
 [ 642  689]]|,0.97654298292293551
/home/khurram/Dicta_data/background04test/background04/tax005.avi/067.jpg,|[[ 762  216]
 [1425  275]
 [1388  750]
 [ 673  658]]|,|[[ 771  216]
 [1425  273]
 [1393  750]
 [ 706  658]]|,0.93403412649044215
/home/khurram/Dicta_data/background04test/background04/tax005.avi/023.jpg,|[[ 756  258]
 [1405  348]
 [1383  787]
 [ 634  666]]|,|[[ 753  257]
 [1394  337]
 [1382  785]
 [ 642  673]]|,0.9752795577333836
/home/khurram/Dicta_data/background04test/background04/tax005.avi/031.jpg,|[[ 841  210]
 [1496  254]
 [1446  709]
 [ 717  606]]|,|[[ 834  216]
 [1488  249]
 [1449  705]
 [ 705  609]]|,0.95823219145778438
/home/khurram/Dicta_data/background04test/background04/tax005.avi/058.jpg,|[[ 914  222]
 [1565  329]
 [1439  817]
 [ 763  633]]|,|[[ 914  225]
 [1563  321]
 [1435  816]
 [ 771  640]]|,0.96637294986878131
/home/khurram/Dicta_data/background04test/background04/tax005.avi/001.jpg,|[[ 670  235]
 [1306  388]
 [1336  822]
 [ 596  704]]|,|[[ 672  241]
 [1265  369]
 [1337  821]
 [ 595  706]]|,0.98890176868713309
/home/khurram/Dicta_data/background04test/background04/tax005.avi/024.jpg,|[[ 762  256]
 [1413  341]
 [1389  780]
 [ 641  662]]|,|[[ 755  256]
 [1409  337]
 [1392  782]
 [ 642  671]]|,0.97714442280550973
/home/khurram/Dicta_data/background04test/background04/tax005.avi/035.jpg,|[[ 860  169]
 [1516  200]
 [1448  667]
 [ 731  567]]|,|[[ 850  177]
 [1510  193]
 [1445  667]
 [ 735  576]]|,0.96002187933852345
/home/khurram/Dicta_data/background04test/background04/tax005.avi/074.jpg,|[[ 701  193]
 [1355  245]
 [1356  699]
 [ 643  649]]|,|[[ 707  192]
 [1355  241]
 [1356  706]
 [ 641  657]]|,0.97324250786360744
/home/khurram/Dicta_data/background04test/background04/tax005.avi/036.jpg,|[[ 857  168]
 [1512  198]
 [1442  665]
 [ 730  566]]|,|[[ 852  177]
 [1510  192]
 [1442  663]
 [ 739  577]]|,0.95142643506269409
/home/khurram/Dicta_data/background04test/background04/tax005.avi/088.jpg,|[[ 615  226]
 [1240  341]
 [1252  768]
 [ 556  691]]|,|[[ 626  225]
 [1199  330]
 [1249  768]
 [ 562  696]]|,0.97145630568189756
/home/khurram/Dicta_data/background04test/background04/tax005.avi/043.jpg,|[[ 872  238]
 [1510  234]
 [1451  719]
 [ 766  643]]|,|[[ 865  241]
 [1506  233]
 [1454  721]
 [ 769  658]]|,0.95712522036894965
/home/khurram/Dicta_data/background04test/background04/tax005.avi/019.jpg,|[[ 758  274]
 [1408  381]
 [1409  817]
 [ 650  694]]|,|[[ 752  273]
 [1377  369]
 [1409  817]
 [ 662  705]]|,0.96932150189315103
/home/khurram/Dicta_data/background04test/background04/tax005.avi/114.jpg,|[[ 659  256]
 [1273  361]
 [1259  765]
 [ 552  654]]|,|[[ 658  257]
 [1247  352]
 [1266  769]
 [ 562  657]]|,0.98320979219184945
/home/khurram/Dicta_data/background04test/background04/tax005.avi/078.jpg,|[[ 661  211]
 [1312  271]
 [1322  720]
 [ 611  674]]|,|[[ 656  209]
 [1313  265]
 [1315  720]
 [ 610  673]]|,0.98497504049407503
/home/khurram/Dicta_data/background04test/background04/tax005.avi/012.jpg,|[[ 749  311]
 [1392  418]
 [1441  849]
 [ 683  756]]|,|[[ 753  313]
 [1315  401]
 [1441  849]
 [ 695  761]]|,0.97271396246506059
/home/khurram/Dicta_data/background04test/background04/tax005.avi/044.jpg,|[[ 878  238]
 [1515  237]
 [1455  724]
 [ 773  645]]|,|[[ 873  241]
 [1504  234]
 [1457  728]
 [ 784  647]]|,0.97393345335733816
